STOCK	VALUE	DAY	TIME
ILC	177	7	1444	
ILC	634	1	930	
ILC	836	3	1172	
ILC	156	1	1616	
ILC	794	2	1160	
ILC	126	3	1474	
ILC	693	3	1138	
ILC	814	2	1302	
ILC	564	11	1559	
ILC	490	14	1398	
ILC	57	6	1558	
ILC	943	2	1181	
ILC	621	1	1544	
ILC	549	5	1496	
ILC	112	3	1043	
ILC	840	10	957	
ILC	708	6	1310	
ILC	808	4	1232	
ILC	720	10	1354	
ILC	547	9	1423	
ILC	224	1	1177	
ILC	415	11	1348	
ILC	423	10	1336	
ILC	437	6	1660	
ILC	842	11	1411	
ILC	804	12	1581	
ILC	953	10	1332	
ILC	234	12	1547	
ILC	614	5	1689	
ILC	668	9	1281	
ILC	295	13	1201	
ILC	949	6	1193	
ILC	986	4	1560	
ILC	521	2	1006	
ILC	148	4	986	
ILC	379	8	1113	
ILC	339	1	1161	
ILC	439	11	1490	
ILC	213	13	932	
ILC	505	14	1038	
ILC	242	1	1507	
ILC	761	7	1275	
ILC	725	2	1048	
ILC	756	2	1288	
ILC	401	6	1023	
ILC	491	6	1591	
ILC	585	5	1328	
ILC	673	10	1384	
ILC	999	10	979	
ILC	566	10	1620	
ILC	638	7	1025	
ILC	440	10	981	
ILC	105	3	1288	
ILC	774	7	965	
ILC	884	2	1208	
ILC	997	11	1413	
ILC	634	12	1463	
ILC	749	4	1455	
ILC	12	8	1693	
ILC	318	1	1092	
ILC	772	3	1077	
ILC	669	14	1617	
ILC	678	7	1119	
ILC	783	14	985	
ILC	226	7	1139	
ILC	871	3	1322	
ILC	99	9	1565	
ILC	683	10	1634	
ILC	65	1	1167	
ILC	454	8	1239	
ILC	358	14	1189	
ILC	734	7	1442	
ILC	627	8	1108	
ILC	198	14	1227	
ILC	764	13	1082	
ILC	885	10	1224	
ILC	332	10	1390	
ILC	127	14	1210	
ILC	224	2	1593	
ILC	60	1	1514	
ILC	481	14	1046	
ILC	844	7	1358	
ILC	310	14	1578	
ILC	699	8	1447	
ILC	68	11	1152	
ILC	457	8	972	
ILC	144	8	1694	
ILC	763	6	1389	
ILC	502	4	1504	
ILC	370	9	1414	
ILC	405	6	1433	
ILC	377	8	1405	
ILC	675	2	932	
ILC	259	6	1592	
ILC	347	5	1282	
ILC	167	2	982	
ILC	870	2	1236	
ILC	713	11	1290	
ILC	377	6	1080	
ILC	209	7	995	
ILC	99	13	1495	
ILC	404	11	1147	
ILC	142	10	1691	
ILC	93	12	1612	
ILC	737	14	1207	
ILC	557	2	934	
ILC	156	11	1085	
ILC	865	7	1352	
ILC	812	1	1397	
ILC	937	12	1578	
ILC	300	5	1396	
ILC	381	10	1585	
ILC	743	1	1186	
ILC	696	6	1617	
ILC	938	2	932	
ILC	975	12	1198	
ILC	544	14	1535	
ILC	507	13	1473	
ILC	346	14	1318	
ILC	282	5	1645	
ILC	684	7	1084	
ILC	395	9	1376	
ILC	791	4	988	
ILC	547	9	1616	
ILC	641	8	1306	
ILC	419	8	1486	
ILC	485	10	1590	
ILC	709	11	1154	
ILC	805	6	1309	
ILC	587	2	1120	
ILC	544	1	1272	
ILC	930	2	1558	
ILC	713	14	1113	
ILC	470	14	1164	
ILC	294	14	1004	
ILC	640	11	1063	
ILC	66	5	1497	
ILC	163	8	1691	
ILC	80	8	1603	
ILC	345	7	1546	
ILC	616	2	934	
ILC	910	8	1001	
ILC	890	4	1016	
ILC	299	6	1387	
ILC	271	14	1413	
ILC	743	4	944	
ILC	972	9	1322	
ILC	940	2	995	
ILC	435	7	1123	
ILC	956	6	1628	
ILC	70	7	1686	
ILC	458	9	1451	
ILC	673	10	1521	
ILC	786	11	1337	
ILC	345	6	1432	
ILC	708	14	1099	
ILC	295	12	1360	
ILC	27	13	1641	
ILC	893	6	1395	
ILC	421	3	1001	
ILC	913	13	1573	
ILC	915	14	1141	
ILC	357	3	1257	
ILC	670	7	1334	
ILC	325	8	1454	
ILC	613	4	1377	
ILC	175	5	932	
ILC	513	13	1142	
ILC	790	10	1695	
ILC	804	11	1105	
ILC	900	11	1681	
ILC	412	8	1269	
ILC	249	7	1176	
ILC	21	11	1176	
ILC	307	9	1573	
ILC	534	2	1463	
ILC	8	1	1012	
ILC	138	2	1232	
ILC	863	2	950	
ILC	340	11	979	
ILC	522	2	1398	
ILC	761	9	1424	
ILC	671	12	960	
ILC	207	5	1217	
ILC	872	13	1212	
ILC	730	12	1449	
ILC	769	11	1477	
ILC	441	9	958	
ILC	771	1	1525	
ILC	215	8	1332	
ILC	350	1	1525	
ILC	650	5	1359	
ILC	751	9	1045	
ILC	727	9	1216	
ILC	967	2	1201	
ILC	78	3	1059	
ILC	670	4	1237	
ILC	357	3	1121	
ILC	933	4	1692	
ILC	626	11	1405	
ILC	521	5	1510	
ILC	518	10	1370	
ILC	747	5	1171	
ILC	457	6	1312	
ILC	388	12	1269	
ILC	845	3	1067	
ILC	83	4	1391	
ILC	107	4	1553	
ILC	493	11	934	
ILC	386	3	1550	
ILC	562	14	1606	
ILC	543	5	952	
ILC	808	11	1004	
ILC	311	12	1175	
ILC	693	2	1599	
ILC	111	5	1323	
ILC	291	14	1484	
ILC	442	11	1393	
ILC	5	4	1698	
ILC	468	7	1604	
ILC	329	11	1363	
ILC	654	14	1254	
ILC	813	8	938	
ILC	557	11	1299	
ILC	331	4	1083	
ILC	820	1	1484	
ILC	103	14	1243	
ILC	847	6	1436	
ILC	848	7	1486	
ILC	321	3	1383	
ILC	328	6	986	
ILC	670	3	1179	
ILC	865	3	1480	
ILC	99	11	1512	
ILC	389	2	1039	
ILC	561	14	1018	
ILC	460	6	1272	
ILC	886	9	1188	
ILC	666	12	1694	
ILC	572	8	1405	
ILC	429	11	1561	
ILC	798	10	1602	
ILC	224	7	1399	
ILC	949	10	1177	
ILC	288	2	1183	
ILC	930	14	1618	
ILC	706	2	1033	
ILC	626	7	1054	
ILC	849	13	1680	
ILC	381	5	1065	
ILC	688	3	1108	
ILC	538	2	1322	
ILC	147	3	1564	
ILC	482	8	1072	
ILC	663	3	1604	
ILC	459	2	1155	
ILC	689	5	1354	
ILC	455	8	973	
ILC	322	6	1289	
ILC	140	13	1622	
ILC	228	6	1351	
ILC	351	2	990	
ILC	742	14	1557	
ILC	142	4	1445	
ILC	492	7	1084	
ILC	337	7	1041	
ILC	801	7	1403	
ILC	782	11	1591	
ILC	167	10	1549	
ILC	619	5	1120	
ILC	431	11	1083	
ILC	749	10	1300	
ILC	655	12	1054	
ILC	807	7	1586	
ILC	157	4	984	
ILC	990	3	1041	
ILC	956	14	1059	
ILC	480	11	1139	
ILC	187	14	1407	
ILC	644	3	1377	
ILC	233	10	1184	
ILC	640	9	1159	
ILC	843	13	1541	
ILC	986	12	958	
ILC	834	8	1094	
ILC	205	6	1234	
ILC	838	3	1452	
ILC	143	6	936	
ILC	291	6	1269	
ILC	604	5	1422	
ILC	223	3	1317	
ILC	811	5	1527	
ILC	1	10	1495	
ILC	971	3	1078	
ILC	865	2	942	
ILC	455	10	1242	
ILC	234	6	1623	
ILC	564	10	1484	
ILC	667	14	1020	
ILC	147	3	1002	
ILC	901	3	1318	
ILC	799	10	1654	
ILC	591	3	992	
ILC	929	9	998	
ILC	342	1	1556	
ILC	703	13	1334	
ILC	566	1	1212	
ILC	605	8	1471	
ILC	737	14	1400	
ILC	992	4	1627	
ILC	171	6	1212	
ILC	785	14	1483	
ILC	477	10	1596	
ILC	525	1	1696	
ILC	198	11	1040	
ILC	766	7	1486	
ILC	435	3	1026	
ILC	323	5	1106	
ILC	728	1	960	
ILC	504	9	1081	
ILC	691	4	1189	
ILC	795	4	1207	
ILC	344	11	1113	
ILC	339	4	1321	
ILC	189	14	1513	
ILC	759	12	1549	
ILC	504	8	1275	
ILC	377	5	1384	
ILC	222	13	1660	
ILC	862	13	957	
ILC	726	10	1505	
ILC	433	2	1535	
ILC	500	11	1153	
ILC	800	10	1342	
ILC	981	9	1402	
ILC	823	2	1188	
ILC	309	3	1408	
ILC	6	10	1423	
ILC	955	14	1004	
ILC	178	2	1695	
ILC	101	13	1579	
ILC	896	12	1394	
ILC	631	14	1542	
ILC	219	13	1300	
ILC	184	3	1588	
ILC	723	13	1593	
ILC	41	3	1253	
ILC	133	6	1588	
ILC	759	9	1080	
ILC	648	12	1605	
ILC	22	7	1622	
ILC	852	11	1693	
ILC	653	13	1479	
ILC	768	7	1161	
ILC	255	12	1132	
ILC	584	12	1507	
ILC	669	1	1519	
ILC	297	2	1359	
ILC	125	14	1169	
ILC	529	11	1525	
ILC	934	14	1220	
ILC	224	4	980	
ILC	392	10	1259	
ILC	94	11	1196	
ILC	693	4	1051	
ILC	609	8	1449	
ILC	664	10	1108	
ILC	730	11	1427	
ILC	686	6	1361	
ILC	333	7	984	
ILC	4	13	1214	
ILC	797	7	1159	
ILC	893	1	1437	
ILC	360	6	1120	
ILC	135	6	1651	
ILC	681	1	1380	
ILC	162	3	968	
ILC	616	11	1662	
ILC	896	2	1040	
ILC	760	12	943	
ILC	857	8	1126	
ILC	646	12	1045	
ILC	541	4	1614	
ILC	632	5	1074	
ILC	687	11	1195	
ILC	680	5	1561	
ILC	194	5	1515	
ILC	616	1	1492	
ILC	244	4	1153	
ILC	202	2	1041	
ILC	737	1	1598	
ILC	502	14	958	
ILC	3	3	1479	
ILC	349	13	1486	
ILC	352	3	1091	
ILC	425	2	1187	
ILC	177	2	1057	
ILC	990	13	1497	
ILC	595	1	1151	
ILC	396	13	1685	
ILC	7	12	1301	
ILC	587	8	1671	
ILC	497	8	1017	
ILC	349	10	1084	
ILC	220	4	978	
ILC	964	11	1267	
ILC	544	1	1167	
ILC	558	2	1485	
ILC	903	8	1262	
ILC	633	3	1682	
ILC	70	2	1218	
ILC	227	8	1608	
ILC	31	5	1577	
ILC	24	8	1193	
ILC	275	7	1066	
ILC	191	13	1146	
ILC	731	12	991	
ILC	527	9	1490	
ILC	195	4	1665	
ILC	977	12	1123	
ILC	796	8	1361	
ILC	387	1	1509	
ILC	689	5	977	
ILC	268	6	1235	
ILC	628	4	1149	
ILC	403	12	1335	
ILC	18	4	977	
ILC	803	7	1276	
ILC	315	5	1565	
ILC	582	10	989	
ILC	3	7	1531	
ILC	300	5	1100	
ILC	343	10	1359	
ILC	347	13	1008	
ILC	380	11	970	
ILC	942	4	1447	
ILC	436	3	1387	
ILC	685	6	1179	
ILC	966	14	1075	
ILC	902	5	1093	
ILC	843	7	1214	
ILC	142	6	957	
ILC	461	9	1304	
ILC	112	4	1362	
ILC	556	12	1396	
ILC	350	9	1074	
ILC	121	8	1232	
ILC	880	1	1463	
ILC	875	12	1559	
ILC	299	2	1484	
ILC	848	9	965	
ILC	39	13	1205	
ILC	536	10	1090	
ILC	467	4	971	
ILC	382	2	1003	
ILC	64	4	1555	
ILC	759	9	1028	
ILC	361	1	1473	
ILC	234	2	1232	
ILC	849	13	1092	
ILC	71	7	1111	
ILC	337	13	1122	
ILC	229	6	1447	
ILC	526	12	1594	
ILC	295	11	1022	
ILC	195	12	1312	
ILC	607	6	1593	
ILC	249	6	1552	
ILC	243	3	1590	
ILC	554	10	1084	
ILC	805	2	1117	
ILC	838	13	1357	
ILC	795	10	1211	
ILC	855	7	1673	
ILC	130	13	1168	
ILC	176	7	1084	
ILC	61	11	1415	
ILC	624	2	1225	
ILC	28	6	1049	
ILC	147	9	1516	
ILC	436	9	1639	
ILC	26	14	1140	
ILC	671	5	1530	
ILC	908	7	963	
ILC	206	6	1020	
ILC	380	4	1157	
ILC	777	4	1077	
ILC	873	11	1182	
ILC	31	13	1246	
ILC	200	4	952	
ILC	949	2	1234	
ILC	912	9	1036	
ILC	583	9	1169	
ILC	751	5	1684	
ILC	100	8	1402	
ILC	485	1	1641	
ILC	539	2	938	
ILC	152	10	1648	
ILC	8	8	1314	
ILC	349	14	1518	
ILC	450	9	1492	
ILC	832	3	1576	
ILC	55	9	1426	
ILC	191	10	1476	
ILC	535	8	1699	
ILC	778	3	1097	
ILC	814	12	1212	
ILC	704	6	1142	
ILC	509	8	1334	
ILC	817	13	1138	
ILC	215	13	1291	
ILC	137	2	962	
ILC	608	2	1284	
ILC	19	8	1317	
ILC	277	6	1245	
ILC	306	3	1311	
ILC	486	2	972	
ILC	594	4	1299	
ILC	940	7	1003	
ILC	119	3	1474	
ILC	47	13	1196	
ILC	391	10	1241	
ILC	65	13	1099	
ILC	369	3	1311	
ILC	55	12	1559	
ILC	939	5	1079	
ILC	508	8	1352	
ILC	18	7	998	
ILC	183	12	1506	
ILC	167	13	1101	
ILC	879	11	1295	
ILC	210	11	958	
ILC	988	13	1040	
ILC	988	14	1115	
ILC	839	3	1263	
ILC	636	1	1483	
ILC	596	10	1020	
ILC	813	11	1383	
ILC	711	9	939	
ILC	517	9	1016	
ILC	766	13	1204	
ILC	675	14	1397	
ILC	379	13	1324	
ILC	205	11	1643	
ILC	171	1	1050	
ILC	554	10	1400	
ILC	379	4	1685	
ILC	411	8	1178	
ILC	681	13	1170	
ILC	413	9	964	
ILC	442	11	1104	
ILC	814	3	1391	
ILC	921	8	1214	
ILC	265	8	1664	
ILC	774	8	1431	
ILC	660	2	1447	
ILC	581	8	941	
ILC	326	5	1409	
ILC	629	13	1228	
ILC	394	13	1277	
ILC	505	5	1576	
ILC	122	10	1254	
ILC	174	7	959	
ILC	85	12	1570	
ILC	407	4	963	
ILC	417	13	1315	
ILC	749	13	1489	
ILC	2	10	1108	
ILC	984	12	1091	
ILC	411	2	983	
ILC	514	11	1487	
ILC	499	13	1489	
ILC	322	13	1609	
ILC	797	14	1471	
ILC	411	10	1169	
ILC	772	13	1443	
ILC	153	7	1679	
ILC	493	4	939	
ILC	80	14	1315	
ILC	437	5	1660	
ILC	134	2	934	
ILC	611	13	1458	
ILC	684	11	1081	
ILC	991	4	1161	
ILC	518	11	1663	
ILC	317	13	1547	
ILC	487	6	1331	
ILC	609	13	1178	
ILC	9	6	1569	
ILC	315	12	1412	
ILC	639	14	1674	
ILC	488	2	1145	
ILC	700	11	1539	
ILC	168	8	1345	
ILC	258	14	1202	
ILC	813	3	1295	
ILC	251	4	1545	
ILC	321	13	1587	
ILC	23	7	983	
ILC	779	2	1433	
ILC	283	9	1602	
ILC	46	9	1126	
ILC	6	12	1486	
ILC	484	6	1052	
ILC	277	1	1438	
ILC	795	5	1344	
ILC	249	4	1283	
ILC	71	3	1387	
ILC	472	1	1047	
ILC	534	12	1417	
ILC	130	9	1071	
ILC	674	9	935	
ILC	216	10	1536	
ILC	158	6	1639	
ILC	491	14	1475	
ILC	733	2	1311	
ILC	639	10	1612	
ILC	975	14	1391	
ILC	353	7	1667	
ILC	498	12	1690	
ILC	7	8	1021	
ILC	955	9	1326	
ILC	831	12	1584	
ILC	53	3	1484	
ILC	788	12	973	
ILC	450	10	1561	
ILC	415	13	1140	
ILC	370	8	1561	
ILC	916	7	1477	
ILC	797	14	1557	
ILC	509	4	1070	
ILC	334	11	1457	
ILC	38	13	1223	
ILC	624	8	1076	
ILC	296	2	1291	
ILC	330	3	1606	
ILC	958	2	1046	
ILC	710	14	1353	
ILC	655	2	1596	
ILC	985	3	1275	
ILC	951	12	1647	
ILC	247	10	1314	
ILC	699	5	1354	
ILC	807	4	986	
ILC	447	9	1385	
ILC	110	4	940	
ILC	246	6	953	
ILC	496	10	1337	
ILC	834	11	1165	
ILC	52	4	1175	
ILC	645	13	1357	
ILC	623	3	1183	
ILC	657	7	1049	
ILC	299	9	1145	
ILC	599	9	1101	
ILC	346	2	1266	
ILC	428	10	1349	
ILC	539	5	941	
ILC	51	4	1596	
ILC	596	14	1551	
ILC	691	7	1433	
ILC	127	14	1687	
ILC	673	1	996	
ILC	368	7	1648	
ILC	553	12	1328	
ILC	88	13	1319	
ILC	737	14	1214	
ILC	462	11	1595	
ILC	251	8	1496	
ILC	916	2	1118	
ILC	7	5	1424	
ILC	908	4	975	
ILC	870	4	1541	
ILC	590	14	1694	
ILC	313	4	1336	
ILC	485	8	1076	
ILC	217	5	1542	
ILC	753	10	1520	
ILC	590	1	1569	
ILC	998	7	1156	
ILC	748	11	1447	
ILC	766	1	1177	
ILC	393	2	1522	
ILC	5	10	1213	
ILC	181	2	1235	
ILC	676	2	990	
ILC	399	7	965	
ILC	777	3	963	
ILC	506	3	1611	
ILC	479	10	1419	
ILC	167	10	1006	
ILC	823	9	1029	
ILC	293	3	1475	
ILC	968	7	1022	
ILC	936	9	1158	
ILC	750	6	1511	
ILC	496	10	1083	
ILC	630	2	1697	
ILC	614	7	940	
ILC	417	14	1068	
ILC	956	13	1653	
ILC	237	6	1496	
ILC	168	5	946	
ILC	338	5	1234	
ILC	336	11	1268	
ILC	193	14	1456	
ILC	114	7	1174	
ILC	314	4	1186	
ILC	547	14	1464	
ILC	122	8	1108	
ILC	756	6	1417	
ILC	916	13	1368	
ILC	649	5	1362	
ILC	67	8	1068	
ILC	454	2	1074	
ILC	428	2	1381	
ILC	664	9	966	
ILC	844	1	1252	
ILC	900	4	1654	
ILC	901	6	1314	
ILC	763	2	1642	
ILC	654	11	1023	
ILC	114	2	1248	
ILC	717	12	1476	
ILC	589	10	1180	
ILC	666	14	1207	
ILC	697	1	1672	
ILC	896	8	1341	
ILC	332	8	981	
ILC	336	5	1676	
ILC	886	9	1103	
ILC	379	7	1676	
ILC	49	2	1033	
ILC	782	12	1502	
ILC	480	10	1227	
ILC	633	8	1318	
ILC	434	3	1683	
ILC	996	2	1179	
ILC	353	7	1601	
ILC	611	1	1175	
ILC	331	5	1619	
ILC	268	8	1413	
ILC	57	12	996	
ILC	627	2	1570	
ILC	48	14	1115	
ILC	207	3	1315	
ILC	815	12	1081	
ILC	255	9	1525	
ILC	88	6	1276	
ILC	496	6	1211	
ILC	818	13	944	
ILC	98	14	1035	
ILC	708	5	1263	
ILC	44	1	1642	
ILC	259	11	1331	
ILC	942	12	1502	
ILC	761	5	1661	
ILC	131	1	1315	
ILC	227	8	1493	
ILC	539	2	1630	
ILC	684	3	1235	
ILC	547	3	1099	
ILC	664	8	1199	
ILC	644	5	1172	
ILC	708	1	1590	
ILC	334	11	1211	
ILC	593	7	1040	
ILC	200	8	1366	
ILC	588	1	1668	
ILC	392	4	1076	
ILC	659	2	1225	
ILC	720	11	1568	
ILC	842	13	1047	
ILC	519	14	1268	
ILC	658	5	1636	
ILC	27	5	1262	
ILC	830	6	986	
ILC	884	3	1426	
ILC	724	5	1171	
ILC	875	13	1489	
ILC	832	6	969	
ILC	415	7	1317	
ILC	157	1	1250	
ILC	47	4	1101	
ILC	566	7	1582	
ILC	973	13	1556	
ILC	928	7	1279	
ILC	912	7	1332	
ILC	56	11	1480	
ILC	583	12	1518	
ILC	473	11	1528	
ILC	690	8	1662	
ILC	780	1	1624	
ILC	846	11	1065	
ILC	531	14	1617	
ILC	542	9	1011	
ILC	933	3	1220	
ILC	296	14	1586	
ILC	549	10	1004	
ILC	560	13	1286	
ILC	441	11	1658	
ILC	567	7	1026	
ILC	941	9	1568	
ILC	560	1	1092	
ILC	506	11	1628	
ILC	592	10	1573	
ILC	127	7	1258	
ILC	377	1	1043	
ILC	229	13	1273	
ILC	124	3	1571	
ILC	936	8	1107	
ILC	938	8	1308	
ILC	823	4	1326	
ILC	468	10	1481	
ILC	636	3	1325	
ILC	176	1	1359	
ILC	778	14	1591	
ILC	372	4	1134	
ILC	589	4	1009	
ILC	202	11	1452	
ILC	794	6	1360	
ILC	558	1	1330	
ILC	464	2	1476	
ILC	449	6	1257	
ILC	639	9	1426	
ILC	284	12	1434	
ILC	364	7	1210	
ILC	92	8	1197	
ILC	202	3	1280	
ILC	243	10	1067	
ILC	55	1	1382	
ILC	798	11	945	
ILC	758	3	1546	
ILC	875	3	1512	
ILC	711	7	1158	
ILC	207	11	1334	
ILC	518	12	992	
ILC	925	12	1534	
ILC	370	13	1532	
ILC	236	11	1483	
ILC	926	9	1106	
ILC	98	11	1651	
ILC	687	10	1187	
ILC	237	10	1498	
ILC	215	2	1130	
ILC	975	6	1096	
ILC	693	3	1206	
ILC	864	9	1351	
ILC	425	9	1119	
ILC	118	8	1358	
ILC	427	1	1203	
ILC	147	7	1084	
ILC	273	12	1553	
ILC	830	3	1464	
ILC	707	12	1298	
ILC	540	2	1084	
ILC	614	14	1175	
ILC	12	8	1081	
ILC	541	10	1222	
ILC	406	3	1178	
ILC	567	9	1389	
ILC	515	2	1387	
ILC	331	14	1338	
ILC	489	7	1088	
ILC	866	7	1524	
ILC	611	9	1182	
ILC	210	9	1539	
ILC	900	2	967	
ILC	326	12	1144	
ILC	856	10	1283	
ILC	727	4	1017	
ILC	864	2	1444	
ILC	802	9	1126	
ILC	509	11	1242	
ILC	221	13	1440	
ILC	872	6	1149	
ILC	437	4	1609	
ILC	47	11	1253	
ILC	845	5	958	
ILC	695	7	1379	
ILC	996	10	1556	
ILC	893	14	1144	
ILC	689	8	1067	
ILC	500	6	1482	
ILC	593	10	1080	
ILC	395	2	1302	
ILC	445	9	1684	
ILC	358	3	932	
ILC	144	2	1507	
ILC	63	3	1392	
ILC	239	4	986	
ILC	521	13	1671	
ILC	580	3	1594	
ILC	309	13	1315	
ILC	915	5	992	
ILC	702	1	1221	
ILC	282	7	1168	
ILC	862	4	1140	
ILC	63	6	1326	
ILC	490	10	1474	
ILC	438	8	1168	
ILC	632	8	960	
ILC	218	5	1204	
ILC	154	9	1020	
ILC	511	2	1026	
ILC	946	8	962	
ILC	615	3	1046	
ILC	390	4	1492	
ILC	36	4	931	
ILC	398	7	1085	
ILC	172	3	1632	
ILC	353	3	1659	
ILC	990	4	1532	
ILC	336	12	1390	
ILC	607	2	1166	
ILC	835	1	1628	
ILC	695	5	1143	
ILC	71	7	1235	
ILC	600	9	1137	
ILC	145	10	1577	
ILC	485	11	1631	
ILC	143	13	1049	
ILC	793	12	1182	
ILC	299	13	1618	
ILC	967	9	1508	
ILC	153	7	1683	
ILC	837	3	1664	
ILC	459	7	1691	
ILC	442	4	1507	
ILC	568	13	1357	
ILC	763	1	1319	
ILC	467	2	1632	
ILC	309	7	938	
ILC	227	7	1669	
ILC	811	8	1140	
ILC	136	10	986	
ILC	584	7	937	
ILC	489	11	945	
ILC	521	14	1118	
ILC	873	3	990	
ILC	505	10	1334	
ILC	307	8	1465	
ILC	69	8	1494	
ILC	345	3	1100	
ILC	626	14	1667	
ILC	801	12	1119	
ILC	143	13	1230	
ILC	64	4	1291	
ILC	917	5	990	
ILC	21	9	1303	
ILC	519	13	1490	
ILC	615	10	1634	
ILC	170	13	1084	
ILC	258	1	1015	
ILC	615	4	1497	
ILC	208	13	1568	
ILC	627	6	1363	
ILC	991	11	1617	
ILC	198	8	932	
ILC	967	12	1577	
ILC	308	7	1366	
ILC	262	5	1144	
ILC	15	7	1462	
ILC	876	6	939	
ILC	791	7	934	
ILC	571	13	1191	
ILC	70	7	1613	
ILC	590	7	973	
ILC	184	8	1443	
ILC	526	8	1205	
ILC	55	11	938	
ILC	428	12	1350	
ILC	236	14	1437	
ILC	982	14	1610	
ILC	294	10	1574	
ILC	515	12	1144	
ILC	166	7	1431	
ILC	106	5	1197	
ILC	118	6	1572	
ILC	400	13	1228	
ILC	691	6	1309	
ILC	948	13	987	
ILC	68	13	965	
ILC	217	2	1550	
ILC	93	8	1439	
ILC	591	8	1201	
ILC	356	12	1473	
ILC	578	10	1301	
ILC	405	11	1220	
ILC	315	7	1384	
ILC	713	9	1052	
ILC	906	11	1584	
ILC	874	12	1501	
ILC	914	5	1639	
ILC	338	7	1087	
ILC	656	12	1692	
ILC	719	3	1253	
ILC	754	12	1377	
ILC	632	5	1183	
ILC	536	13	1490	
ILC	711	5	1650	
ILC	929	14	1358	
ILC	619	10	1652	
ILC	734	7	1652	
ILC	257	14	1268	
ILC	480	1	1143	
ILC	639	5	1643	
ILC	179	7	1579	
ILC	643	4	1520	
ILC	429	5	1188	
ILC	656	5	1032	
ILC	733	9	1432	
ILC	890	1	1057	
ILC	632	8	1634	
ILC	893	2	1169	
ILC	50	4	1245	
ILC	127	5	1212	
ILC	482	5	1147	
ILC	693	8	1268	
ILC	884	8	1399	
ILC	369	14	1073	
ILC	580	4	1486	
ILC	422	14	982	
ILC	489	13	1672	
ILC	414	3	1186	
ILC	533	4	1372	
ILC	504	12	986	
ILC	482	12	971	
ILC	222	5	1154	
ILC	355	5	1324	
ILC	138	13	967	
ILC	716	2	1106	
ILC	303	11	1399	
ILC	233	7	1334	
ILC	242	6	1480	
ILC	303	8	939	
ILC	179	14	1313	
ILC	664	14	1005	
ILC	499	13	1120	
ILC	765	12	1175	
ILC	890	14	961	
ILC	249	7	1198	
ILC	574	1	1001	
ILC	38	9	1571	
ILC	145	5	997	
ILC	352	7	1362	
ILC	427	2	1443	
ILC	215	8	1521	
ILC	480	11	1195	
ILC	914	6	1574	
ILC	839	11	1587	
ILC	906	14	1378	
ILC	693	2	1036	
ILC	342	2	1385	
ILC	60	13	1009	
ILC	541	8	1552	
ILC	757	4	1602	
ILC	211	11	1216	
ILC	383	14	1052	
ILC	933	12	1639	
ILC	498	12	1061	
ILC	651	12	1514	
ILC	391	12	1168	
ILC	19	4	1261	
ILC	205	10	1429	
ILC	191	5	984	
ILC	560	10	1325	
ILC	930	8	1447	
ILC	963	14	1578	
ILC	160	8	1137	
ILC	3	3	989	
ILC	818	9	1619	
ILC	419	3	1453	
ILC	534	1	1636	
ILC	202	11	1117	
ILC	847	4	1037	
ILC	977	14	1211	
ILC	300	2	1229	
ILC	468	1	1368	
ILC	241	3	1591	
ILC	971	1	1305	
ILC	779	2	1016	
ILC	726	5	1324	
ILC	788	11	947	
ILC	743	3	1112	
ILC	651	7	1127	
ILC	53	14	1149	
ILC	424	1	1232	
ILC	975	4	1663	
ILC	89	9	1642	
ILC	136	10	1411	
ILC	895	7	1102	
ILC	738	7	1299	
ILC	772	9	1005	
ILC	297	12	1169	
ILC	673	12	1054	
ILC	654	11	1637	
ILC	517	4	1620	
ILC	631	11	1208	
ILC	521	2	1515	
ILC	503	12	1663	
ILC	142	1	1409	
ILC	411	5	975	
ILC	292	9	1503	
ILC	474	12	1389	
ILC	442	14	1278	
ILC	759	10	972	
ILC	686	3	1056	
ILC	677	6	1060	
ILC	762	4	1574	
ILC	621	13	949	
ILC	223	5	1252	
ILC	67	6	1029	
ILC	877	9	1596	
ILC	443	8	1279	
ILC	226	3	1333	
ILC	876	1	1033	
ILC	446	1	1673	
ILC	360	14	1245	
ILC	31	2	1253	
ILC	545	3	1172	
ILC	322	6	1483	
ILC	412	7	971	
ILC	116	6	1545	
ILC	642	1	1275	
ILC	570	12	1169	
ILC	9	9	1353	
ILC	894	12	1146	
ILC	462	14	1389	
ILC	61	7	1592	
ILC	930	6	1570	
ILC	855	10	1437	
ILC	413	4	1674	
ILC	295	3	936	
ILC	231	1	1186	
ILC	975	8	1494	
ILC	408	9	972	
ILC	288	11	1669	
ILC	581	1	1553	
ILC	683	10	1059	
ILC	77	1	1448	
ILC	99	11	1505	
ILC	973	12	1400	
ILC	767	14	1537	
ILC	512	7	1659	
ILC	932	9	1651	
ILC	691	11	1144	
ILC	946	11	1013	
ILC	862	9	1383	
ILC	518	14	1496	
ILC	942	3	1360	
ILC	400	4	1217	
ILC	212	5	1470	
ILC	510	12	1541	
ILC	409	3	1276	
ILC	551	2	1324	
ILC	943	7	1002	
ILC	157	10	1657	
ILC	523	9	1497	
ILC	785	1	1601	
ILC	721	5	1395	
ILC	981	13	1519	
ILC	421	4	941	
ILC	451	12	1326	
ILC	804	7	989	
ILC	711	1	1260	
ILC	149	3	1163	
ILC	960	4	1662	
ILC	434	3	1036	
ILC	151	8	981	
ILC	512	6	1474	
ILC	313	7	1495	
ILC	652	9	1152	
ILC	502	4	1382	
ILC	69	8	938	
